,event number,mission number,trajectory number,jump amplitude [m],jump time [s],jump depth [m],normalized jump amplitude [-],normalized jump time [-],normalized cross shore jump location [-],breaking iribarren_number [-],Offshore Hs [m],Offshore Tm [s],linear phase speed at jump depth [m/s],bulk jump speed [m/s],mean jump speed [m/s],median jump speed [m/s],max jump speed [m/s],nrmse
2196,2196,22,24,10.05477042,3.999984,2.172125286,0.16640231,0.531054886,0.535087201,0.112469191,2.5269773,7.532148,4.613765036,2.513702659,2.380980521,2.599618266,3.058570988,0.961684088
2860,2860,21,25,10.05267042,4.833314,2.954700176,0.168847155,0.649415262,0.675481663,0.111073199,2.5528471,7.442563,5.381083694,2.079871165,2.013939119,2.386595898,2.755630055,0.939600773
475,475,38,6,10.03783247,7.49997,0.509939457,0.153293069,0.93007097,1.116752724,0.201234266,0.85539997,8.0638685,2.235488018,1.338383016,1.274576061,1.321962564,1.829102016,0.923467299
2070,2070,22,6,10.03705433,5.333312,1.646952188,0.166109116,0.708073182,0.460566917,0.112469191,2.5269773,7.532148,4.017478244,1.881955215,1.838932668,1.975278955,2.742033681,0.846767096
2918,2918,21,33,10.03539326,3.833318,2.568205415,0.168556963,0.515053484,0.606058512,0.111073199,2.5528471,7.442563,5.016813039,2.617939149,2.243014078,2.362128782,3.209738944,0.913436111
703,703,81,14,10.03452208,4.333316,1.92435381,0.147458901,0.519956323,0.534528675,0.130197266,2.123624,8.334,4.342656715,2.315668205,2.197544925,2.233467017,2.874145915,0.987505097
694,694,81,13,10.03326731,4.833314,2.868933827,0.147440462,0.579951284,0.697157667,0.130197266,2.123624,8.334,5.302409971,2.075856712,1.967030978,2.188787524,2.815355692,0.911952867
2521,2521,25,5,10.03240261,4.333316,1.268592869,0.177332253,0.606988445,0.506195285,0.117715552,2.1597586,7.139042,3.525933935,2.315179095,2.106634489,2.231105336,2.967314198,0.949210193
2840,2840,21,23,10.02736064,4.16665,3.192971902,0.168422045,0.559840743,0.684437485,0.111073199,2.5528471,7.442563,5.593847034,2.406576181,2.105935049,2.343477754,3.182873585,0.868269533
2970,2970,15,17,10.02682373,5.499978,0.294603604,0.177420905,0.771070064,0.965312835,0.161871091,1.1409738,7.132916,1.699151353,1.823066151,1.780966523,1.834403304,2.560854643,0.939658035
2946,2946,15,6,10.02606384,6.166642,0.760001859,0.177407459,0.864533103,1.03066804,0.161871091,1.1409738,7.132916,2.729105753,1.625854694,1.622334975,1.623438791,2.660158164,0.78397623
1654,1654,77,10,10.02602199,4.333316,1.565470507,0.149069006,0.525212864,0.509106869,0.12979822,2.1118326,8.25059,3.916836858,2.313706637,2.13234748,2.21535646,2.710527384,0.978064217
3666,3666,24,28,10.01406188,4.99998,2.854987556,0.182601081,0.718224318,0.653782977,0.115793557,2.163684,6.9615855,5.289506409,2.002820387,1.98072488,2.225922168,3.167746441,0.74077713
257,257,19,5,10.01295855,4.833314,3.017255124,0.155939163,0.609451931,1.187251511,0.169648389,1.1802212,7.930591,5.437747715,2.071654884,2.018575364,2.22891695,3.003801068,0.826127761
3471,3471,75,18,10.00865153,5.166646,1.403766709,0.142252335,0.602337467,0.438793515,0.131080441,2.1661875,8.57766,3.709031376,1.937166109,1.858687262,1.912952185,2.468255979,0.972088583
1525,1525,26,14,10.00640662,4.499982,2.120864271,0.172997761,0.619290736,0.64797892,0.124572287,1.9717437,7.266348,4.558998778,2.22365481,2.045751085,2.215560951,3.342709945,0.662261156
3024,3024,20,4,10.00546943,4.333316,2.946344852,0.165837615,0.576060397,0.522698118,0.109169979,2.6779573,7.5223293,5.373469973,2.308963721,2.091404196,2.192615551,2.786700782,0.972367175
3561,3561,24,12,9.998415106,3.499986,2.573660716,0.182315771,0.502757023,0.622704793,0.115793557,2.163684,6.9615855,5.02213849,2.856701457,2.622232506,2.75456319,3.140028491,0.993660327
2433,2433,74,14,9.994695638,5.166646,1.80192001,0.139916605,0.594458809,0.508317277,0.132932216,2.1384323,8.691344,4.202239415,1.934464958,1.895666198,2.026265744,2.945516455,0.837367308
698,698,81,14,9.9934481,4.499982,3.454432658,0.146855312,0.539954644,0.831274598,0.130197266,2.123624,8.334,5.81837091,2.220775128,2.011897847,2.139274233,3.25312462,0.743741134
803,803,72,18,9.992924125,6.999972,1.775748425,0.12542983,0.732316142,0.744453059,0.165174783,1.5447562,9.558675,4.171610548,1.427566299,1.425928839,1.351449578,2.408442085,0.710294469
952,952,23,16,9.985570127,5.333312,2.302974518,0.165691305,0.709673591,0.586028953,0.114922357,2.4139028,7.515162,4.750699978,1.872301888,1.774433346,1.841715186,2.512508905,0.936804143
2516,2516,25,4,9.985331049,5.333312,1.736213911,0.176500219,0.747062701,0.53595343,0.117715552,2.1597586,7.139042,4.124911676,1.872257061,1.767313596,1.854893273,2.645319853,0.937726918
812,812,72,20,9.980976658,4.333316,2.700078512,0.125279867,0.453338564,1.044386128,0.165174783,1.5447562,9.558675,5.144003249,2.303311519,2.009022298,2.186773329,3.192216727,0.804340531
2588,2588,25,16,9.976773475,4.16665,2.841585078,0.176348955,0.583642735,0.806513,0.117715552,2.1597586,7.139042,5.277076251,2.394435212,2.207170271,2.375774273,3.384522755,0.847100918
1252,1252,76,17,9.976101109,3.999984,3.618056301,0.148326772,0.484811874,0.715911506,0.12979822,2.1118326,8.25059,5.954574019,2.494035253,2.386290958,2.490219389,2.987148987,0.978200868
2601,2601,25,17,9.970099063,4.333316,0.652717456,0.176230979,0.606988445,0.448837427,0.117715552,2.1597586,7.139042,2.529156197,2.300801295,2.106355349,2.246540637,3.066063698,0.926015594
1037,1037,17,11,9.969316321,6.166642,0.945106942,0.164705955,0.817504494,0.929782046,0.16800555,1.1343955,7.5432515,3.043361305,1.616652357,1.544684898,1.568173414,2.132686602,0.979110281
3016,3016,20,3,9.961129489,3.33332,3.10465689,0.165102693,0.443123382,0.506098541,0.109169979,2.6779573,7.5223293,5.515943938,2.9883508,2.613379257,2.711481016,3.176654947,0.989045652
2832,2832,21,21,9.959161624,3.833318,2.248586811,0.167276558,0.515053484,0.528298696,0.111073199,2.5528471,7.442563,4.694267861,2.598052555,2.369769095,2.567200025,2.866847596,0.989573202
1595,1595,77,0,9.959150301,3.833318,2.446619014,0.148074743,0.464611379,0.565072231,0.12979822,2.1118326,8.25059,4.896617847,2.598049601,2.243950495,2.32311835,3.034106813,0.973483903
2779,2779,21,12,9.951250069,4.833314,2.846333864,0.167143673,0.649415262,0.558258229,0.111073199,2.5528471,7.442563,5.28148387,2.05888756,1.89171388,2.139326421,2.888749748,0.755774403
3589,3589,24,16,9.95026167,4.16665,2.502659117,0.181437718,0.598520265,0.604766611,0.115793557,2.163684,6.9615855,4.95237916,2.388072353,2.231094338,2.320741668,3.149751691,0.937297956
3292,3292,45,6,9.943719184,8.3333,1.171048925,0.223287295,1.405241326,1.467358525,0.212604144,0.5211912,5.9301558,3.387665784,1.193251075,1.181509327,1.185607867,1.814641916,0.860494608
403,403,28,0,9.943649924,5.999976,2.112319074,0.150829352,0.739767814,0.87931369,0.159366763,1.3731568,8.1106205,4.549805152,1.657281616,1.617357457,1.657282262,2.681486702,0.677078638
1981,1981,73,17,9.942648216,4.16665,2.086780525,0.124798773,0.435902466,0.807612037,0.165174783,1.5447562,9.558675,4.522217281,2.386245117,2.27654331,2.39210721,3.054461131,0.968147641
2643,2643,25,23,9.925135964,4.833314,0.647360579,0.175436213,0.677025573,0.444938038,0.117715552,2.1597586,7.139042,2.518756375,2.05348462,1.895654519,2.033627489,3.03597754,0.839238755
841,841,23,0,9.924796472,5.83331,1.761025227,0.164682884,0.77620549,0.469771454,0.114922357,2.4139028,7.515162,4.154280591,1.701400487,1.665840579,1.607820721,2.422218276,0.968326763
746,746,72,6,9.916574292,4.333316,0.505800501,0.124471497,0.453338564,0.59196325,0.165174783,1.5447562,9.558675,2.226397293,2.288449375,2.046631236,2.404177139,2.62735562,0.97485734
3576,3576,24,14,9.912651753,3.833318,3.123356529,0.180751921,0.550638644,0.744571398,0.115793557,2.163684,6.9615855,5.532530522,2.585919497,2.345605547,2.48038174,3.140960393,0.97852929
196,196,68,4,9.912325157,4.333316,0.517677435,0.131917135,0.477377872,0.643133079,0.163885709,1.4799527,9.077329,2.252385149,2.287468802,2.192332624,2.389792134,3.008894997,0.968060066
603,603,69,18,9.911604132,5.999976,0.964216294,0.126393222,0.636570146,0.666987231,0.162591463,1.5692074,9.425475,3.073974573,1.65194063,1.646212086,1.657186338,2.347338119,0.979612614
1954,1954,73,11,9.910842087,6.333308,1.877805668,0.124399547,0.662571748,0.781726334,0.165174783,1.5447562,9.558675,4.289812996,1.564876063,1.544810534,1.582928567,2.337270748,0.908833423
1016,1016,23,27,9.906527889,4.16665,2.138280528,0.164379752,0.554432493,0.559192275,0.114922357,2.4139028,7.515162,4.577679453,2.377576204,2.024845229,2.055458605,2.486910626,0.997646759
2777,2777,21,12,9.904287653,3.833318,3.119678271,0.166354881,0.515053484,0.664963384,0.111073199,2.5528471,7.442563,5.529271837,2.583737549,2.076274827,2.298042954,3.206086754,0.786608409
2056,2056,22,4,9.903547662,4.833314,2.751733393,0.163899635,0.641691321,0.648446171,0.112469191,2.5269773,7.532148,5.192974798,2.049018057,1.860477939,1.943032161,2.810689416,0.84588925
1779,1779,67,16,9.903007626,4.666648,2.631748673,0.135737804,0.52713951,0.929444448,0.160965563,1.4895532,8.852776,5.078497513,2.122081551,1.997387484,2.170170573,3.287496623,0.748468904
3300,3300,14,4,9.902579026,4.666648,2.386539657,0.198317857,0.721674461,1.01497775,0.156091935,1.0841297,6.466417,4.836123307,2.121989708,2.000767437,2.166548836,2.737153097,0.954848994
2244,2244,22,31,9.895094143,4.333316,2.734536074,0.163759733,0.57530946,0.664832219,0.112469191,2.5269773,7.532148,5.176722277,2.283492398,2.021487461,2.157316687,2.982017326,0.891231322
2797,2797,21,15,9.893762967,3.33332,3.191012661,0.166178105,0.447872594,0.719660335,0.111073199,2.5528471,7.442563,5.592130549,2.968140763,2.587539257,2.607849559,3.112432689,0.997243757
4,4,78,0,9.891028651,3.833318,1.727462401,0.145337542,0.459926816,0.459399517,0.129385016,2.150559,8.334626,4.114502586,2.580278665,2.386964572,2.533330149,2.989581125,0.98465612
169,169,39,11,9.883829888,6.66664,1.788265576,0.15154012,0.829524143,1.764299638,0.242908129,0.5847486,8.036704,4.186287453,1.482580414,1.410251016,1.424247854,2.156012235,0.857660841
2928,2928,21,35,9.878498155,4.833314,1.777705078,0.165921714,0.649415262,0.46352692,0.111073199,2.5528471,7.442563,4.173908212,2.04383538,1.958327513,2.154592341,2.566079997,0.988506824
2486,2486,25,0,9.870285234,3.999984,1.2314973,0.174466674,0.560297026,0.499804691,0.117715552,2.1597586,7.139042,3.473999646,2.467581179,2.274696562,2.413989582,2.970034966,0.987101653
902,902,23,10,9.864398853,4.833314,2.741204491,0.163680701,0.643141691,0.683210086,0.114922357,2.4139028,7.515162,5.183030388,2.040918271,1.884673545,2.088260692,2.91204022,0.812406414
410,410,28,3,9.862915543,4.499982,3.539670882,0.14960474,0.554825861,1.267623141,0.159366763,1.3731568,8.1106205,5.889717705,2.191767777,1.901586399,2.017608156,3.165866794,0.654466995
3263,3263,71,19,9.860908975,4.666648,2.442894928,0.126209755,0.496723263,0.913244482,0.163134115,1.5530667,9.394865,4.89288977,2.113060375,1.947672211,2.127876437,2.93572066,0.825912377
3165,3165,20,33,9.851667993,4.833314,1.344622959,0.163288402,0.642528904,0.377694092,0.109169979,2.6779573,7.5223293,3.630055784,2.03828429,1.864151848,1.97470885,2.112767902,0.994765574
2114,2114,22,12,9.81966807,4.16665,2.662455681,0.162511463,0.553182173,0.65040123,0.112469191,2.5269773,7.532148,5.108039318,2.356729764,2.026316238,2.157314484,3.067805527,0.875436039
3460,3460,75,17,9.817866604,4.499982,3.744388212,0.139540721,0.524616504,0.726646899,0.131080441,2.1661875,8.57766,6.057640174,2.181756861,2.014566661,2.093601494,3.273828319,0.894730004
828,828,72,22,9.816128884,4.99998,0.669130792,0.12321072,0.523082959,0.615158757,0.165174783,1.5447562,9.558675,2.560758045,1.96323363,1.861177008,1.956455582,2.665997566,0.801258137
1964,1964,73,13,9.809511391,3.999984,0.389731069,0.123127658,0.418466367,0.588484382,0.165174783,1.5447562,9.558675,1.954319441,2.452387657,2.01059775,1.983764392,2.788427075,0.920512015
1547,1547,26,18,9.79177287,2.49999,0.828743875,0.169287022,0.344050409,0.532927539,0.124572287,1.9717437,7.266348,2.849857887,3.916724815,3.420881308,3.513742465,3.979287206,0.998046621
1174,1174,76,4,9.791134851,3.999984,3.473605122,0.145576654,0.484811874,0.697905546,0.12979822,2.1118326,8.25059,5.834494854,2.447793504,2.292380557,2.420728323,2.874648084,0.97757039
2877,2877,21,26,9.790425548,5.333312,1.695370996,0.164442424,0.716596151,0.458960358,0.111073199,2.5528471,7.442563,4.076105465,1.835712133,1.66379188,1.743726184,2.649339345,0.925415093
641,641,81,4,9.788706063,4.499982,3.484310045,0.143846595,0.539954644,0.840562684,0.130197266,2.123624,8.334,5.843478283,2.175276715,2.079942488,2.355907785,3.089860596,0.838219578
748,748,72,7,9.788466875,4.666648,2.44056146,0.12286351,0.488210761,0.884117486,0.165174783,1.5447562,9.558675,4.890552352,2.097537006,1.92637405,2.054120606,2.764312446,0.928813962
2538,2538,25,7,9.78654418,3.999984,1.822189385,0.172986472,0.560297026,0.546279696,0.117715552,2.1597586,7.139042,4.225808322,2.446645832,2.138910958,2.25185222,3.352614233,0.817223205
2872,2872,21,26,9.785890907,3.833318,2.874735967,0.16436626,0.515053484,0.626496073,0.111073199,2.5528471,7.442563,5.307769068,2.552851318,2.270570214,2.529111481,3.282384081,0.905434085
1479,1479,26,6,9.785804064,4.833314,3.258163329,0.169183829,0.665164124,0.950263462,0.124572287,1.9717437,7.266348,5.650663733,2.024657215,1.83911463,1.950774528,3.070417943,0.610681839
1225,1225,76,12,9.780321231,8.499966,1.493070132,0.145415875,1.030225232,0.410422513,0.12979822,2.1118326,8.25059,3.825191145,1.15063063,1.147543826,1.156866342,2.103859446,0.718035705
3679,3679,24,30,9.77515085,5.166646,2.463562022,0.178244666,0.742165129,0.605803145,0.115793557,2.163684,6.9615855,4.913543305,1.891972249,1.829738343,1.930785054,2.782424558,0.820469582
44,44,78,8,9.767502843,4.666648,3.524750715,0.143522469,0.559910907,0.779056998,0.129385016,2.150559,8.334626,5.877291638,2.093044696,1.882626287,2.112740067,2.982780714,0.787288814
2842,2842,21,23,9.765216456,5.333312,2.32553821,0.164019006,0.716596151,0.529095665,0.111073199,2.5528471,7.442563,4.77391605,1.83098541,1.765651955,1.777404072,2.872999277,0.861076227
3367,3367,75,2,9.763072567,3.999984,2.70984904,0.138761936,0.466325781,0.567154459,0.131080441,2.1661875,8.57766,5.153301911,2.440777905,2.253806667,2.465362824,2.993729601,0.977739839
3544,3544,24,10,9.760935263,4.16665,2.968022366,0.177985452,0.598520265,0.762798981,0.115793557,2.163684,6.9615855,5.3932012,2.342633834,2.163147602,2.425829606,3.195618571,0.861645596
2627,2627,25,22,9.75852591,4.666648,2.518879022,0.172491222,0.653679863,0.641665594,0.117715552,2.1597586,7.139042,4.968401595,2.091121059,2.024303001,2.391869624,3.00002042,0.736283856
535,535,69,6,9.756850396,4.333316,2.498859422,0.124419796,0.459745106,0.932051972,0.162591463,1.5692074,9.425475,4.948618225,2.251589867,2.033843553,2.193315617,3.262071029,0.678627159
2572,2572,25,13,9.75459867,5.166646,2.425007551,0.172421804,0.723716992,0.621984835,0.117715552,2.1597586,7.139042,4.874943487,1.887994391,1.777643863,1.813205997,2.729112181,0.763437814
466,466,38,2,9.752342067,7.49997,0.939368343,0.148933193,0.93007097,1.253314465,0.201234266,0.85539997,8.0638685,3.034107737,1.300317477,1.304366785,1.300309347,2.000877146,0.753669755
817,817,72,21,9.746917242,4.333316,3.136388709,0.122341984,0.453338564,1.162791953,0.165174783,1.5447562,9.558675,5.544060727,2.249297592,1.884336715,1.990501903,3.068293884,0.695169327
1621,1621,77,5,9.744878622,3.833318,1.838357011,0.144888907,0.464611379,0.52810376,0.12979822,2.1118326,8.25059,4.244513955,2.542152418,2.375829571,2.529399124,2.807290685,0.985505289
3076,3076,20,14,9.740815569,4.16665,2.052150558,0.161451057,0.553904228,0.414599472,0.109169979,2.6779573,7.5223293,4.484537375,2.337805088,2.221976005,2.367481008,2.797339725,0.976133568
3033,3033,20,6,9.739337294,3.833318,1.260687927,0.161426555,0.509591889,0.377405729,0.109169979,2.6779573,7.5223293,3.514931248,2.540706848,2.194405549,2.371971615,3.228444081,0.893664302
1506,1506,26,10,9.737537543,4.333316,1.346198298,0.168349364,0.596354042,0.565275226,0.124572287,1.9717437,7.266348,3.632181619,2.247133037,1.948889673,2.132370243,3.010366577,0.812590703
2932,2932,21,36,9.729008721,4.99998,2.835580877,0.163410852,0.671808892,0.619302361,0.111073199,2.5528471,7.442563,5.271498135,1.945809527,1.79642195,1.945127938,2.757729629,0.874317932
3221,3221,71,8,9.724270848,4.666648,2.146278862,0.124460924,0.496723263,0.842466554,0.163134115,1.5530667,9.394865,4.586232969,2.08378066,2.017156186,2.30369396,3.236988475,0.732297923
3161,3161,20,33,9.724101915,3.833318,3.098036536,0.161174033,0.509591889,0.579212853,0.109169979,2.6779573,7.5223293,5.510059714,2.536732386,2.213343983,2.278483147,3.154482816,0.947167235
3684,3684,4,3,9.709807689,5.999976,1.919440808,0.116297738,0.601990127,1.361000906,0.293282449,0.51347923,9.966901,4.337109627,1.618307755,1.476222824,1.493011384,2.322723985,0.63155796
334,334,79,1,9.697021949,4.333316,2.644681148,0.142486832,0.51991727,0.584269298,0.129385016,2.150559,8.334626,5.09096015,2.237783247,2.085127615,2.296476482,2.912018634,0.91677501
2980,2980,31,3,9.692999074,5.499978,1.390131083,0.158006019,0.720660516,1.233011599,0.172758481,1.0873302,7.631857,3.690973397,1.762370518,1.671734409,1.76959882,2.767115624,0.650853103
3098,3098,20,17,9.68509639,3.833318,2.094308082,0.160527529,0.509591889,0.41496654,0.109169979,2.6779573,7.5223293,4.530366344,2.526556991,2.344473981,2.46774232,2.804328939,0.991639508
3472,3472,75,18,9.68460694,7.999968,1.097106411,0.137646709,0.932651562,0.363365921,0.131080441,2.1661875,8.57766,3.278969782,1.21058071,1.198213443,1.367323175,1.697041427,0.841396032
292,292,18,4,9.680017812,5.166646,1.986142085,0.15147148,0.654111193,1.112409501,0.175101151,1.1026126,7.8987274,4.411824162,1.873559329,1.74606143,1.82778774,2.580305714,0.9041532
1764,1764,67,10,9.659965846,6.66664,1.4700098,0.132406497,0.753056442,0.707569585,0.160965563,1.4895532,8.852776,3.795536331,1.449000673,1.422115912,1.386673987,2.236360269,0.849652298
465,465,38,1,9.655846545,4.333316,0.66579106,0.147459559,0.537374338,1.047474977,0.201234266,0.85539997,8.0638685,2.554359488,2.228281193,2.027227315,2.144060705,2.640366866,0.9719988
1649,1649,77,9,9.655831687,5.333312,1.461937738,0.143564938,0.646415832,0.39923729,0.12979822,2.1118326,8.25059,3.785101033,1.810475683,1.700583597,1.802820277,2.026805747,0.982126703
2316,2316,32,2,9.653518379,4.666648,0.969281015,0.157362442,0.611469528,1.047039008,0.172758481,1.0873302,7.631857,3.082037304,2.068619356,1.953124187,2.088694598,2.502495667,0.974388189
1993,1993,73,19,9.652175463,9.666628,0.815104106,0.121152799,1.01129372,0.712426346,0.165174783,1.5447562,9.558675,2.826308589,0.998504904,0.96800728,0.948428598,1.859614365,0.888623448
2189,2189,22,23,9.650711461,4.16665,2.292400663,0.1597153,0.553182173,0.58519907,0.112469191,2.5269773,7.532148,4.739781271,2.316180015,2.123902693,2.204300577,2.6016077,0.981133037
